scheduler,syntax,valid_scheduler,basic_run,retry_run,suspend_run,grouping,overcommit,priority_ordering,starvation,no_deadlock
scheduler_high_001.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_high_002.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_003.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,pass,simulation_error
scheduler_high_004.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_005.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_006.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_007.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_high_008.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,simulation_error,simulation_error
scheduler_high_009.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_010.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_high_011.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,pass
scheduler_high_012.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_high_013.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_high_014.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_015.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_016.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_high_017.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_018.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_query_completions,batch_starvation,deadlock
scheduler_high_019.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_020.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_021.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,pass
scheduler_high_022.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,simulation_error
scheduler_high_023.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_024.py,pass,pass,simulation_error,simulation_error,no_suspend_usage,simulation_error,simulation_error,no_batch_completions,batch_starvation,simulation_error
scheduler_high_025.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_026.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,pass
scheduler_high_027.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_028.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_high_029.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_030.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,pass
scheduler_high_031.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_032.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_high_033.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_034.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_035.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_high_036.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,deadlock
scheduler_high_037.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_high_038.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_query_completions,batch_starvation,pass
scheduler_high_039.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,batch_starvation,pass
scheduler_high_040.py,pass,pass,simulation_error,simulation_error,no_suspend_usage,simulation_error,simulation_error,simulation_error,simulation_error,simulation_error
scheduler_high_041.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_042.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,simulation_error,simulation_error,simulation_error
scheduler_high_043.py,pass,pass,pass,simulation_error,no_suspensions,pass,pass,simulation_error,simulation_error,pass
scheduler_high_044.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,pass,pass
scheduler_high_045.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,pass,batch_starvation,pass
scheduler_high_046.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_high_047.py,pass,pass,pass,simulation_error,no_suspensions,pass,pass,pass,batch_starvation,pass
scheduler_high_048.py,pass,pass,pass,simulation_error,no_suspensions,pass,pass,pass,batch_starvation,pass
scheduler_high_049.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_batch_completions,batch_starvation,pass
scheduler_high_050.py,pass,pass,pass,simulation_error,no_suspend_usage,pass,pass,no_query_completions,batch_starvation,deadlock
